,name,ID,YouthMapper,institution
791,nassekyl,-1,True,university of dar es salaam
792,rehema omar,-1,True,university of dar es salaam
793,peter lugenza,-1,True,university of dar es salaam
794,meshackstev,-1,True,university of dar es salaam
795,hellen mhondo,-1,True,university of dar es salaam
796,angu-ngn,-1,True,university of dar es salaam
797,william rogers jr,-1,True,university of dar es salaam
798,zainab sengeri,-1,True,university of dar es salaam
799,hajraali,-1,True,university of dar es salaam
800,kalokola,-1,True,university of dar es salaam
801,mloweedgar,-1,True,university of dar es salaam
802,rugila,-1,True,university of dar es salaam
803,urrasa02,-1,True,university of dar es salaam
804,emrecan issa,-1,True,university of dar es salaam
805,airin nila,-1,True,university of dhaka
806,maliha mohiuddin,-1,True,university of dhaka
807,nayeema,-1,True,university of dhaka
808,raisa noor,-1,True,university of dhaka
809,anna makata,-1,True,chancellor college - university of malawi
810,pilimapper,-1,True,chancellor college - university of malawi
811,ethel vinjeru,-1,True,chancellor college - university of malawi
812,ndapile,-1,True,chancellor college - university of malawi
813,tiwonge sakala,-1,True,chancellor college - university of malawi
814,asher nkhata,-1,True,chancellor college - university of malawi
815,josephine kalimbuka,-1,True,chancellor college - university of malawi
816,rosina phiri,-1,True,chancellor college - university of malawi
817,mary waisi,-1,True,chancellor college - university of malawi
818,wanangwa munthali,-1,True,chancellor college - university of malawi
819,freddy69,-1,True,chancellor college - university of malawi
820,wanje,-1,True,chancellor college - university of malawi
821,apasulani,-1,True,chancellor college - university of malawi
822,tomt,6723,False,unknown
823,zola manyungwa,-1,True,chancellor college - university of malawi
824,captain maya,-1,True,chancellor college - university of malawi
825,sncorrigan,-1,True,university of maryland - college park
826,jhaver,-1,True,university of maryland - college park
827,ceb13,-1,True,university of maryland - college park
828,bikingpadres,-1,True,university of maryland - college park
829,bsolobotsky@gmail.com,-1,True,university of maryland - college park
830,jerryyang875@gmail.com,-1,True,university of maryland - college park
831,caleb123edem,-1,True,university of mines and technology
832,thadyno,-1,True,university of mines and technology
833,evanslomzy,-1,True,university of mines and technology
834,m4mieza,-1,True,university of mines and technology
835,kingluther,-1,True,university of mines and technology
836,chal2adams,-1,True,university of mines and technology
837,karisstilda,-1,True,university of mines and technology
838,michris,-1,True,university of mines and technology
839,kwesiphredy,-1,True,university of mines and technology
840,kweikublankson,-1,True,university of mines and technology
841,williamsnsiah,-1,True,university of mines and technology
842,walter mayeku,-1,True,university of nigeria - nsukka
843,pada peter,-1,True,university of nigeria - nsukka
844,delemoses,-1,True,university of nigeria - enugu
845,nmasinach praisegod,-1,True,university of nigeria - nsukka
846,julietamaka,-1,True,university of nigeria - enugu
847,emekaking,-1,True,university of nigeria - enugu
848,"rex,jason",-1,True,university of nigeria - enugu
849,chisom okwuchi,-1,True,university of nigeria - enugu
850,obianuju,-1,True,university of nigeria - enugu
851,godwin,-1,True,university of nigeria - enugu
852,enyendu valentine,-1,True,university of nigeria - enugu
853,7054365840,-1,True,university of nigeria - enugu
854,nelson721,-1,True,university of nigeria - enugu
855,lurex2rhyme,-1,True,university of nigeria - enugu
856,maryann,-1,True,university of nigeria - enugu
857,victor,-1,True,university of nigeria - enugu
858,chinyere,-1,True,university of nigeria - enugu
859,adeoye solomon,-1,True,university of nigeria - enugu
860,de-bullgeomatics,-1,True,university of nigeria - enugu
861,kingvik,-1,True,university of nigeria - enugu
862,genius001,-1,True,university of nigeria - enugu
863,sheks,-1,True,university of nigeria - enugu
864,junniepat,-1,True,university of nigeria - enugu
865,bishop,-1,True,university of nigeria - enugu
866,samuel825,-1,True,university of nigeria - enugu
867,obasiinnocent,-1,True,university of nigeria - enugu
868,ogbonna chinnatu ayomarita,-1,True,university of nigeria - enugu
869,heavenjoy,-1,True,university of nigeria - enugu
870,sterling umoren,-1,True,university of nigeria - enugu
871,clinton sochima,-1,True,university of nigeria - enugu
872,heavnjoy,-1,True,university of nigeria - enugu
873,okwudili,-1,True,university of nigeria - enugu
874,prosperex,-1,True,university of nigeria - enugu
875,anne59,-1,True,university of nigeria - enugu
876,enugu,-1,True,university of nigeria - enugu
877,yes,-1,True,university of nigeria - enugu
878,ugovido,-1,True,university of nigeria - enugu
879,mr_enabs,-1,True,university of nigeria - enugu
880,horluchey,-1,True,university of nigeria - enugu
881,hygi,-1,True,university of nigeria - enugu
882,mogul,-1,True,university of nigeria - nsukka
883,prisca nnetu,-1,True,university of nigeria - nsukka
884,nmasinachi praisegod,-1,True,university of nigeria - nsukka
885,djcocktail,-1,True,university of nigeria - nsukka
886,oguejiofor christian,-1,True,university of nigeria - nsukka
887,ezenta,-1,True,university of nigeria - nsukka
888,mikey,-1,True,university of nigeria - nsukka
889,chikasonia,-1,True,university of nigeria - nsukka
890,kaycelucerna,-1,True,university of nigeria - nsukka
891,pixiee,-1,True,university of nigeria - nsukka
892,princeayogu,-1,True,university of nigeria - nsukka
893,samheart,-1,True,university of nigeria - nsukka
894,5y4r,-1,True,university of nigeria - nsukka
895,bedemore,-1,True,university of nigeria - nsukka
896,ikwecheghemmanuel,-1,True,university of nigeria - nsukka
897,leonard0884,-1,True,university of nigeria - nsukka
898,keenec,-1,True,university of oregon
899,gregfitz04,-1,True,university of oregon
900,loden,-1,True,university of oregon
901,vicksun,-1,True,university of port harcourt
902,ewa emmanuel,-1,True,university of port harcourt
903,saviour owujie,-1,True,university of port harcourt
904,blessing84,-1,True,university of port harcourt
905,dubem,-1,True,university of port harcourt
906,ekuew joseph,-1,True,university of port harcourt
907,dr ify,-1,True,university of port harcourt
908,jerryoh,-1,True,university of port harcourt
909,blessing,-1,True,university of port harcourt
910,nenyefidence,-1,True,university of port harcourt
911,cookey tammy,-1,True,university of port harcourt
912,sonia ekeleme,-1,True,university of port harcourt
913,omah patrick,-1,True,university of port harcourt
914,dapsy,-1,True,university of port harcourt
915,rallypoint,-1,True,university of port harcourt
916,princetongirl2015,-1,True,university of port harcourt
917,anita,-1,True,university of port harcourt
918,prymize,-1,True,university of port harcourt
919,benny005,-1,True,university of port harcourt
920,onyige levi,-1,True,university of port harcourt
921,elsie,-1,True,university of port harcourt
922,djtulop,-1,True,university of port harcourt
923,mercydelight,-1,True,university of port harcourt
924,waamene,-1,True,university of port harcourt
925,bethel,-1,True,university of port harcourt
926,miles,-1,True,university of port harcourt
927,benson ikechukwu,-1,True,university of port harcourt
928,emmanuel,-1,True,university of port harcourt
929,moyin,-1,True,university of port harcourt
930,prince victor,-1,True,university of port harcourt
931,8035736384,-1,True,university of port harcourt
932,sira togho,-1,True,university of port harcourt
933,nwibany,-1,True,university of port harcourt
934,olaniyi,-1,True,university of port harcourt
935,ndikye,-1,True,university of port harcourt
936,luiz lugard,-1,True,university of port harcourt
937,prechizzy,-1,True,university of port harcourt
938,desychizzy,-1,True,university of port harcourt
939,basilo,-1,True,university of port harcourt
940,joelwillzz98,-1,True,university of port harcourt
941,praise007,-1,True,university of port harcourt
942,joewill,-1,True,university of port harcourt
943,supreme,-1,True,university of port harcourt
944,jay jay,-1,True,university of port harcourt
945,triumph,-1,True,university of port harcourt
946,possibility@2020,-1,True,university of port harcourt
947,emmyboy07,-1,True,university of port harcourt
948,nonsochivalrous,-1,True,university of port harcourt
949,ezedike,-1,True,university of port harcourt
950,mary victoria,-1,True,university of port harcourt
951,daniella009,-1,True,university of port harcourt
952,idowu vincent adeyinka,-1,True,university of port harcourt
953,veteran,-1,True,university of port harcourt
954,ekems50,-1,True,university of port harcourt
955,onyinyechi,-1,True,university of port harcourt
956,chidinma ogbonnaya,-1,True,university of port harcourt
957,umeuduji,-1,True,university of port harcourt
958,samcham1,-1,True,university of pretoria
959,lucekruger29,-1,True,university of pretoria
960,matsubu,-1,True,university of pretoria
961,luqmaan hassim,-1,True,university of pretoria
962,amy wootton,-1,True,university of pretoria
963,tavvy,-1,True,university of pretoria
964,larissa_pillay,-1,True,university of pretoria
965,ejdavis,-1,True,university of pretoria
966,mh28_geo,-1,True,university of pretoria
967,skarimg,-1,True,university of pretoria
968,brobroma,-1,True,university of pretoria
969,saharder,-1,True,university of pretoria
970,aseidler,-1,True,university of pretoria
971,e_geo,-1,True,university of pretoria
972,alexanderchen,-1,True,university of south carolina
973,rjfranke,-1,True,university of south carolina
974,rwindisc,-1,True,university of south carolina
975,theamai10,-1,True,university of southern california
976,thorsley,-1,True,university of southern california
977,gabriela mapriola,-1,True,university of southern california
978,yummycheerios,-1,True,university of southern california
979,lee6nikki,-1,True,university of southern california
980,trilbybuck,-1,True,university of southern california
981,hpondo,-1,True,university of southern california
982,@kyledow2,-1,True,university of southern california
983,alxandraking,-1,True,university of southern california
984,hugheska97,-1,True,university of southern california
985,ethan2017,-1,True,university of southern california
986,dimitri_uvic,-1,True,university of southern california
987,cfranciska,-1,True,university of warwick
988,wbuyu,-1,True,university of warwick
989,shah mousalli,-1,True,university of warwick
990,s.yuan5@warwick.ac.uk,-1,True,university of warwick
991,nicolehen,-1,True,university of warwick
992,mariapetrescu,-1,True,university of warwick
993,vaggpit,-1,True,university of warwick
994,uphil,-1,True,university of warwick
995,ruth m.c tembo,-1,True,the university of zambia
996,kumbanamargaret,-1,True,the university of zambia
997,rhoda mapunda,-1,True,west virginia university
998,dshearer,-1,True,west virginia university
999,tompkins,-1,True,west virginia university
1000,matt tylutki,-1,True,west virginia university
1001,zacrydi,-1,True,west virginia university
1002,sicampbell,-1,True,west virginia university
1003,evareli,-1,True,west virginia university
1004,kahicks,-1,True,west virginia university
1005,vplawrence,-1,True,west virginia university
1006,smalcom2,-1,True,west virginia university
1007,emmcwreath,-1,True,west virginia university
1008,hemarshall,-1,True,west virginia university
1009,randpeck,-1,True,west virginia university
1010,jakevmapman,-1,True,west virginia university
1011,nperetti,-1,True,west virginia university
1012,imrobinson,-1,True,west virginia university
1013,bamartin,-1,True,west virginia university
1014,vicado,-1,True,youth mappers africa
1015,esaie_dufitimana,-1,True,insititue d' enseignement superieur de ruhengeri
1016,welshie,508,False,unknown
1017,la2,229,False,unknown
1018,davidearl,3582,False,unknown
1019,timsc_data_cc0_to_andy_allan,6809,False,unknown
1020,barrieu,39602,False,unknown
1021,filling in the blanks,32776,False,unknown
1022,andrew_s,5060,False,unknown
1023,gregory williams,7037,False,unknown
1024,crid,7221,False,unknown
1025,cyberbadger,2416,False,unknown
1026,fluffhouse,66772,False,unknown
1027,blackadder,735,False,unknown
1028,ben,2274,False,unknown
1029,ally76,21014,False,unknown
1030,nhoffm,22714,False,unknown
1031,tommg,6637,False,unknown
1032,stev,3762,False,unknown
1033,stephen,10291,False,unknown
1034,steve chilton,736,False,unknown
1035,jennyh,57380,False,unknown
1036,tomh,3980,False,unknown
1037,shakespearefan00,17021,False,unknown
1038,katpatuka,17497,False,unknown
1039,willie angus,88417,False,unknown
1040,cvi,34088,False,unknown
1041,hakan,4388,False,unknown
1042,riad,10475,False,unknown
1043,dd1,36667,False,unknown
1044,jochta,24334,False,unknown
1045,stevie d,15578,False,unknown
1046,urbanrambler,88718,False,unknown
1047,brianboru,9065,False,unknown
1048,tomevans,1261,False,unknown
1049,matthew newton,2955,False,unknown
1050,dylan hayes,110027,False,unknown
1051,nikkinikki,11985,False,unknown
1052,grizzly baer,23668,False,unknown
1053,jon oates,7469,False,unknown
1054,petereastern,4951,False,unknown
1055,rollercow,7321,False,unknown
1056,ron wellsted,4228,False,unknown
1057,smsm1,6871,False,unknown
1058,peter_james,5409,False,unknown
1059,mapper_07,12295,False,unknown
1060,drmark,6634,False,unknown
1061,jonnyh,55430,False,unknown
1062,neilb,3384,False,unknown
1063,shiraga,32546,False,unknown
1064,micko,5045,False,unknown
1065,elvin ibbotson,20069,False,unknown
1066,tms13,91225,False,unknown
1067,nickf22,7074,False,unknown
1068,chris morley,2234,False,unknown
1069,steve bennett,27199,False,unknown
1070,hvw,47926,False,unknown
1071,phil shipley,44659,False,unknown
1072,skywave,10927,False,unknown
1073,richard,165,False,unknown
1074,jnet,3206,False,unknown
1075,marscot,17857,False,unknown
1076,mikes,6270,False,unknown
1077,papaspoof,37830,False,unknown
1078,james derrick,22643,False,unknown
1079,diego guidotti,1700,False,unknown
1080,graham jones,7176,False,unknown
1081,sam  richards,20783,False,unknown
1082,nic o,12824,False,unknown
1083,nick hill,1657,False,unknown
1084,rowland,74897,False,unknown
1085,-bg-,68393,False,unknown
1086,proterra,11258,False,unknown
1087,crouchingbadger,2366,False,unknown
1088,koolkat,4734,False,unknown
1089,harry wood,1611,False,unknown
1090,livingwithdragons,7630,False,unknown
1091,dbisping,28024,False,unknown
1092,marinheiro,1993,False,unknown
1093,fidgit,53261,False,unknown
1094,nickw,94,False,unknown
1095,avantman42,1473,False,unknown
1096,g3yac,4663,False,unknown
1097,amck,5564,False,unknown
1098,daj9,8872,False,unknown
1099,besiktastan,44750,False,unknown
1100,simonm,22591,False,unknown
1101,sciuro,7272,False,unknown
1102,jez,6612,False,unknown
1103,suborbitalpigeon,1410,False,unknown
1104,dave_a_f,7487,False,unknown
1105,stephen o'neill,29921,False,unknown
1106,cbm,19192,False,unknown
1107,user_info_not_provided,0,False,unknown
1108,bud,8938,False,unknown
1109,mark williamson,15926,False,unknown
1110,richardb,4559,False,unknown
1111,twohats,7638,False,unknown
1112,paul todd,12503,False,unknown
1113,thomshannon,6164,False,unknown
1114,randomjunk,4049,False,unknown
1115,shiny black shoe,4780,False,unknown
1116,julian gibson,20007,False,unknown
1117,displaynametaken,27707,False,unknown
1118,robert,1295,False,unknown
1119,dom,1289,False,unknown
1120,dotbaz,3891,False,unknown
1121,dmgroom_coastlines,4772,False,unknown
1122,dmgroom,1164,False,unknown
1123,rjmunro,729,False,unknown
1124,chris fleming,4435,False,unknown
1125,al21,18495,False,unknown
1126,neufeind,36694,False,unknown
1127,pray4mojo,4731,False,unknown
1128,alan,3095,False,unknown
1129,firefishy,3560,False,unknown
1130,bleachin,340,False,unknown
1131,gagravarr,1399,False,unknown
1132,ddixon,35638,False,unknown
1133,mfirbank,28912,False,unknown
1134,ben harris,16089,False,unknown
1135,philipcullen,8857,False,unknown
1136,jonathan bennett,5352,False,unknown
1137,djam,24982,False,unknown
1138,steven whitehouse,32832,False,unknown
1139,kesterlester,7463,False,unknown
1140,user_5121,5121,False,unknown
1141,gqjtcbit,20129,False,unknown
1142,coastlines-rjb,5330,False,unknown
1143,chillly,12355,False,unknown
1144,dolphinpix,25096,False,unknown
1145,mikelima,12473,False,unknown
1146,michaelcollinson,308,False,unknown
1147,mikefalzon,20673,False,unknown
1148,firebird_uk,4210,False,unknown
1149,southglos,3937,False,unknown
1150,redrum,19785,False,unknown
1151,woodpeck,5164,False,unknown
1152,steve hill,17279,False,unknown
1153,sk53,84681,False,unknown
1154,edward,364,False,unknown
1155,lab,93294,False,unknown
1156,steve clark,3647,False,unknown
1157,pensierolaterale,101172,False,unknown
1158,comsomol,2020,False,unknown
1159,morwen,2851,False,unknown
1160,creakybike,2492,False,unknown
1161,pohb,25120,False,unknown
1162,steven te brinke,25231,False,unknown
1163,spookster,11453,False,unknown
1164,mjd,11475,False,unknown
1165,leedstracker,2330,False,unknown
1166,wzab,11737,False,unknown
1167,bmg1900,25011,False,unknown
1168,gh975223,12517,False,unknown
1169,geoffbow,7104,False,unknown
1170,someoneelse,61942,False,unknown
1171,sladen,12671,False,unknown
1172,strange but untrue,57932,False,unknown
1173,davidjames,16305,False,unknown
1174,brandybordeaux,43489,False,unknown
1175,retselkim,7511,False,unknown
1176,adam boardman,4410,False,unknown
1177,naffchap,86913,False,unknown
1178,kyle gordon,1631,False,unknown
1179,bahnpirat,13203,False,unknown
1180,fahrrad,11238,False,unknown
1181,thomasklosa,5065,False,unknown
1182,corfiot58,47915,False,unknown
1183,nick austin,14020,False,unknown
1184,twain,19735,False,unknown
1185,mikh43,75381,False,unknown
1186,steve hosgood,15217,False,unknown
1187,alun,65856,False,unknown
1188,malcolm boura,36701,False,unknown
1189,squeakyfish,21528,False,unknown
1190,andrewpmk,1679,False,unknown
1191,deanna earley,2231,False,unknown
1192,petzlux,86,False,unknown
1193,dfae,48310,False,unknown
1194,pete reed,12483,False,unknown
1195,utilisateur anonyme,23960,False,unknown
1196,ksbrown,5498,False,unknown
1197,paul y,9921,False,unknown
1198,ilrobi,22110,False,unknown
1199,pobice,21264,False,unknown
1200,watschel,36592,False,unknown
1201,matt,70,False,unknown
1202,k4nt3,71770,False,unknown
1203,gerry mcgarry,80875,False,unknown
1204,catafalque,17723,False,unknown
1205,panmat,111839,False,unknown
1206,brwk,8326,False,unknown
1207,john swainston,98967,False,unknown
1208,freyfogle,3037,False,unknown
1209,ymapper,5139,False,unknown
1210,mackerski,6367,False,unknown
1211,ollie,10785,False,unknown
1212,reca,44870,False,unknown
1213,dupleix,19212,False,unknown
1214,robtig,13403,False,unknown
1215,paulhurleyuk,25664,False,unknown
1216,simon daw,66869,False,unknown
1217,biibo,3516,False,unknown
1218,andrew findlay,1703,False,unknown
1219,geoff richards,16809,False,unknown
1220,moyogo,246,False,unknown
1221,rnorton,20936,False,unknown
1222,5ee,31138,False,unknown
1223,bachel,20510,False,unknown
1224,andy allan,4115,False,unknown
1225,gercokees,12527,False,unknown
1226,alex mckee,24614,False,unknown
1227,paul brook,12676,False,unknown
1228,donald allwright,15683,False,unknown
1229,simonb65,46391,False,unknown
1230,gd-wg,65704,False,unknown
1231,dtmf,94795,False,unknown
1232,aled,5538,False,unknown
1233,norky,8821,False,unknown
1234,purzel,68911,False,unknown
1235,markobr,42027,False,unknown
1236,balrog-kun,20587,False,unknown
1237,irrfahrt,7471,False,unknown
1238,mister b,8593,False,unknown
1239,tali'sman,81451,False,unknown
1240,robert whittaker,84263,False,unknown
1241,peilscheibe,35560,False,unknown
1242,allosaur,100315,False,unknown
1243,maik-l,46194,False,unknown
1244,tallguy,30636,False,unknown
1245,blitz3118,77844,False,unknown
1246,tom judd,50203,False,unknown
1247,daveemtb,19799,False,unknown
1248,warofdreams,26825,False,unknown
1249,central america,69853,False,unknown
1250,russell howe,31195,False,unknown
1251,lonvia,26726,False,unknown
1252,richardwest,69984,False,unknown
1253,ffnick,97562,False,unknown
1254,greecemapper,23785,False,unknown
1255,markpos,18265,False,unknown
1256,ulfl,6975,False,unknown
1257,hornbydd2,31491,False,unknown
1258,gideonr0,98665,False,unknown
1259,sergio,94559,False,unknown
1260,mattylaws,74390,False,unknown
1261,tyfy,13296,False,unknown
1262,wopozka,35127,False,unknown
1263,disgruntled,87323,False,unknown
1264,martin green,17282,False,unknown
1265,mfi,58950,False,unknown
1266,fordp,23738,False,unknown
1267,henri bergius,6215,False,unknown
1268,agentmancuso,55265,False,unknown
1269,graham,59,False,unknown
1270,simone,137,False,unknown
1271,chrisb,34792,False,unknown
1272,gpesquero,3584,False,unknown
1273,axel584,3912,False,unknown
1274,stevec,682,False,unknown
1275,jeluf,18675,False,unknown
1276,frafra,55024,True,politecnico di milano
1277,alextingle,23602,False,unknown
1278,nickb,1697,False,unknown
1279,nik looker,55359,False,unknown
1280,ams501,53014,False,unknown
1281,reg tubby,23305,False,unknown
1282,edp,50003,False,unknown
1283,guggis,40577,False,unknown
1284,oddsocks,44676,False,unknown
1285,eai,7576,False,unknown
1286,giles and family,100698,False,unknown
1287,xoff,32675,False,unknown
1288,dwob,37076,False,unknown
1289,raw,63807,False,unknown
1290,jackchallen,4013,False,unknown
1291,andymn,102835,False,unknown
1292,jorre,69506,False,unknown
1293,pointdee,39023,False,unknown
1294,sparkiethegreat,76499,False,unknown
1295,ed avis,31257,False,unknown
1296,grumpylump,22384,False,unknown
1297,aldoc,74257,False,unknown
1298,robbieonsea,76617,False,unknown
1299,mgeiser,14686,False,unknown
1300,brenreid,88899,False,unknown
1301,gla_weiss,44961,False,unknown
1302,tom chance,346,False,unknown
1303,frodrigo,25762,False,unknown
1304,plan_at_upload_by_wolfgang_wasserburger,83714,False,unknown
1305,johnny carlsen,38985,False,unknown
1306,gerv,7984,False,unknown
1307,peter hibbert,12674,False,unknown
1308,aliwoo,97624,False,unknown
1309,dysteleologist,17427,False,unknown
1310,pault,25766,False,unknown
1311,cclark,65562,False,unknown
1312,jhin,50914,False,unknown
1313,roboneale,81820,False,unknown
1314,shaun mcgrath,106181,False,unknown
1315,neil morrison,92229,False,unknown
1316,asparagustips,101511,False,unknown
1317,paper,45820,False,unknown
1318,antonyking,54836,False,unknown
1319,blackfive,92860,False,unknown
1320,robert collier,104388,False,unknown
1321,axean,83289,False,unknown
1322,guineapig,107157,False,unknown
1323,titan232,46933,False,unknown
1324,mustangsal,64446,False,unknown
1325,motophil,43996,False,unknown
1326,steve(ef),93134,False,unknown
1327,talkytoasteruk,31550,False,unknown
1328,paul martin,54755,False,unknown
1329,ainsworth,44654,False,unknown
1330,heinz_v,91490,False,unknown
1331,vclaw,4985,False,unknown
1332,robw,26884,False,unknown
1333,velella,88462,False,unknown
1334,matt76x,109642,False,unknown
1335,thepaperboy,111221,False,unknown
1336,schematicmapper,21752,False,unknown
1337,neil bauers,98945,False,unknown
1338,thestub,110064,False,unknown
1339,rsoden,98876,False,unknown
1340,tmcw,957,False,unknown
1341,locator,66915,False,unknown
1342,stilgarbf,114795,False,unknown
1343,clarinet2,106609,False,unknown
1344,c2r,5926,False,unknown
1345,dcp,44221,False,unknown
1346,mdt3k,98717,False,unknown
1347,jagor,31882,False,unknown
1348,ro,6066,False,unknown
1349,ben_c,57618,False,unknown
1350,ted pottage,88448,False,unknown
1351,blazejos,15535,False,unknown
1352,brycedrm,125251,False,unknown
1353,edom,4526,False,unknown
1354,x raiders,124752,False,unknown
1355,gokalp,98137,False,unknown
1356,jberanek,126710,False,unknown
1357,jolly47roger,115889,False,unknown
1358,griszelda,35051,False,unknown
1359,atom oil,49665,False,unknown
1360,sc71,106831,False,unknown
1361,miked29,105474,False,unknown
1362,longwayround,20573,False,unknown
1363,mike nolan,35398,False,unknown
1364,canuckflyboy,46243,False,unknown
1365,ortylp,59808,False,unknown
1366,seventy7,30115,False,unknown
1367,kaerast,65679,False,unknown
1368,mister t,139068,False,unknown
1369,sandervalya,56658,False,unknown
1370,rpurdie,140052,False,unknown
1371,has4,126036,False,unknown
1372,intheuk,104845,False,unknown
1373,mot,79583,False,unknown
1374,samlarsen1,5974,False,unknown
1375,rad,119469,False,unknown
1376,guy,10983,False,unknown
1377,winber,137427,False,unknown
1378,rightway,7559,False,unknown
1379,antil,124286,False,unknown
1380,talkat,90980,False,unknown
1381,berto,141752,False,unknown
1382,tombola,125519,False,unknown
1383,alan vos,73051,False,unknown
1384,g4x,122512,False,unknown
1385,dtr20,72963,False,unknown
1386,penelope,69889,False,unknown
1387,osbornec,86621,False,unknown
1388,david martin,88820,False,unknown
1389,iainmaclean,106385,False,unknown
1390,tiger_old,16558,False,unknown
1391,micw,140385,False,unknown
1392,naptan,104459,False,unknown
1393,tronikon,123364,False,unknown
1394,neil hoggarth,75524,False,unknown
1395,pedro duarte,149061,False,unknown
1396,njal,152879,False,unknown
1397,seyms,85892,False,unknown
1398,nickbroon,155855,False,unknown
1399,qwem,71960,False,unknown
1400,bass,13944,False,unknown
1401,marvpars,146885,False,unknown
1402,spiffy mapper,55693,False,unknown
1403,nilz,2578,False,unknown
1404,jeffb,2406,False,unknown
1405,steve brophy,121932,False,unknown
1406,andy street,2098,False,unknown
1407,mark_s,82820,False,unknown
1408,jmb,29784,False,unknown
1409,ropino,42123,False,unknown
1410,suffolk lad,161178,False,unknown
1411,pikorr,15930,False,unknown
1412,dave fisher,25753,False,unknown
1413,paulledbury,126427,False,unknown
1414,uilebheist,8840,False,unknown
1415,rr8,165062,False,unknown
1416,helhet,157553,False,unknown
1417,zetter,150816,False,unknown
1418,slaughteredlamb,50107,False,unknown
1419,cjs80,80146,False,unknown
1420,ansgar,69264,False,unknown
1421,phatman,163867,False,unknown
1422,merstham mafia,160890,False,unknown
1423,kaivi,128551,False,unknown
1424,burto,87632,False,unknown
1425,reichemi,170979,False,unknown
1426,jaygeeos,70159,False,unknown
1427,guido piazzi,38067,False,unknown
1428,7evenl,169883,False,unknown
1429,trompeter,23040,False,unknown
1430,brucer,150989,False,unknown
1431,bluedog,153157,False,unknown
1432,lensitivity,135730,False,unknown
1433,arican,173620,False,unknown
1434,xschaeffer,89861,False,unknown
1435,emperor,154381,False,unknown
1436,thomas1950,44671,False,unknown
1437,jriddell,27181,False,unknown
1438,nickthephreak,77953,False,unknown
1439,xteejx,145322,False,unknown
1440,docproc,108882,False,unknown
1441,clcf06,143308,False,unknown
1442,mikey687,177549,False,unknown
1443,learie,179190,False,unknown
1444,gps-marco,110076,False,unknown
1445,osmapb1,158698,False,unknown
1446,swindontaffia,141093,False,unknown
1447,elliot100,89204,False,unknown
1448,staffan_t,115799,False,unknown
1449,colin dalton (csd),93732,False,unknown
1450,kollege moevenpick,142356,False,unknown
1451,datameister,121640,False,unknown
1452,emj,371,False,unknown
1453,plexi32,45952,False,unknown
1454,peter1919,184581,False,unknown
1455,henri nord,184700,False,unknown
1456,andrewarm,153035,False,unknown
1457,hferrier,185289,False,unknown
1458,dave w farthing,32466,False,unknown
1459,rparrygbr,99139,False,unknown
1460,mapryan,51469,False,unknown
1461,mortenjc,188979,False,unknown
1462,cunningplan,30669,False,unknown
1463,finbref,38385,False,unknown
1464,pwolf,36785,False,unknown
1465,fcrump,97369,False,unknown
1466,zbigniew_czernik,163896,False,unknown
1467,matsmith,188349,False,unknown
1468,1248,170672,False,unknown
1469,ashimema,179362,False,unknown
1470,edloach,57884,False,unknown
1471,mockcyclist,65692,False,unknown
1472,cotswolds,25099,False,unknown
1473,leojth,3700,False,unknown
1474,johnsdixon,185976,False,unknown
1475,mapistanbul,175523,False,unknown
1476,grahamb47,205389,False,unknown
1477,saltmarsh,154209,False,unknown
1478,menace64,206085,False,unknown
1479,kaitu,69717,False,unknown
1480,tyggy,206552,False,unknown
1481,trekki,119785,False,unknown
1482,albedomuon,205379,False,unknown
1483,fred labrosse,192167,False,unknown
1484,davespod,69193,False,unknown
1485,pink duck,91657,False,unknown
1486,myfanwy,10829,False,unknown
1487,rrr,50321,False,unknown
1488,hawkeye,50118,False,unknown
1489,bobjf,137724,False,unknown
1490,drcrooke,212506,False,unknown
1491,gjall1973,210484,False,unknown
1492,rww100,214310,False,unknown
1493,toffehoff,7203,False,unknown
1494,ppino,212420,False,unknown
1495,evolvedlight,55661,False,unknown
1496,alanthenomad,202863,False,unknown
1497,dalesman,165292,False,unknown
1498,antikalk,173844,False,unknown
1499,inventor,215129,False,unknown
1500,hateclimbs,217569,False,unknown
1501,robin gawlik,114966,False,unknown
1502,geom,226924,False,unknown
1503,sailor steve,196654,False,unknown
1504,the maarssen mapper,30525,False,unknown
1505,former osm contributor,203014,False,unknown
1506,dollsworth,187762,False,unknown
1507,tim morley,96695,False,unknown
1508,0123456789,55782,False,unknown
1509,kevin steinhardt,21502,False,unknown
1510,pauluk,226507,False,unknown
1511,sturzenegger,151338,False,unknown
1512,merto,194280,False,unknown
1513,francis c,91843,False,unknown
1514,homme,29370,False,unknown
1515,nevster07,235276,False,unknown
1516,aws13,236529,False,unknown
1517,darren39,72782,False,unknown
1518,piedwagtail91,229419,False,unknown
1519,jd92,237376,False,unknown
1520,kevinlippiatt,63063,False,unknown
1521,indigomc,136860,False,unknown
1522,mrmorden,80586,False,unknown
1523,joao carreiro,12910,False,unknown
1524,toen,19217,False,unknown
1525,dieterdreist,26139,False,unknown
1526,solent,109725,False,unknown
1527,laser jock,223810,False,unknown
1528,bayerwald,247560,False,unknown
1529,peter walker,30013,False,unknown
1530,magellan,45756,False,unknown
1531,ls6pilot,251774,False,unknown
1532,mjulius,7412,False,unknown
1533,jeni,69211,False,unknown
1534,simpcup,82905,False,unknown
1535,jfnif,53048,False,unknown
1536,the_smile,178396,False,unknown
1537,enrico rossi,53188,False,unknown
